,ArchiveDate,Adult_Child,HospitalName,0-6 Months,6-12 Months,12-18 Months,18 Months +,Total
640,26/09/2024,Adult,Midland Regional Hospital Portlaoise,"2,555",829,410,246,"4,039"
641,26/09/2024,Adult,Midland Regional Hospital Tullamore,"9,289","1,879",169,2,"11,340"
642,26/09/2024,Adult,Naas General Hospital,"6,722","2,611","1,148",99,"10,580"
643,26/09/2024,Adult,National Maternity Hospital (Holles Street),"2,240",608,114,0,"2,962"
644,26/09/2024,Adult,National Orthopaedic Hospital Cappagh,"2,311","1,550",574,237,"4,672"
645,26/09/2024,Adult,Nenagh Hospital,377,245,226,95,943
646,26/09/2024,Adult,Our Lady of Lourdes Hospital Drogheda,"9,137","3,652",905,50,"13,744"
647,26/09/2024,Adult,Our Lady's Hospital Navan,"3,827","1,541",405,40,"5,814"
648,26/09/2024,Adult,Portiuncula University Hospital,"2,064",428,128,45,"2,664"
649,26/09/2024,Adult,Roscommon University Hospital,"2,493",485,128,66,"3,172"
650,26/09/2024,Adult,Rotunda Hospital,"3,816",743,2,2,"4,563"
651,26/09/2024,Adult,Royal Victoria Eye and Ear Hospital,"5,771","2,731","1,512","1,263","11,277"
652,26/09/2024,Adult,Sligo University Hospital,"7,180","2,095","1,029","1,249","11,554"
653,26/09/2024,Adult,South Infirmary Victoria University Hospital,"14,218","6,872","3,330","3,742","28,162"
654,26/09/2024,Adult,St. Columcille's Hospital,"2,373","1,403","1,229","4,366","9,371"
655,26/09/2024,Adult,St. James's Hospital,"17,626","4,879","1,274",919,"24,698"
656,26/09/2024,Adult,St. John's Hospital Limerick,338,160,84,2,585
657,26/09/2024,Adult,St. Luke's General Hospital Kilkenny,"3,813","1,250",837,427,"6,326"
658,26/09/2024,Adult,St. Michael's Hospital,"2,660",963,505,354,"4,482"
659,26/09/2024,Adult,St. Vincent's University Hospital,"19,169","7,420","3,463","1,450","31,503"
660,26/09/2024,Adult,Tallaght University Hospital,"15,653","7,667","4,101","2,617","30,038"
661,26/09/2024,Adult,Tipperary University Hospital,"2,420",688,292,28,"3,428"
662,26/09/2024,Adult,University Hospital Kerry,"6,557","2,649",992,318,"10,516"
663,26/09/2024,Adult,University Hospital Limerick,"14,990","4,098","1,820",841,"21,749"
664,26/09/2024,Adult,University Hospital Waterford,"20,311","9,694","5,149","4,729","39,883"
665,26/09/2024,Adult,Wexford General Hospital,"3,022",595,106,85,"3,808"
666,26/09/2024,Child,Beaumont Hospital,49,15,0,1,65
667,26/09/2024,Child,Cavan General Hospital,692,100,44,2,838
668,26/09/2024,Child,Children's Health Ireland,"19,220","10,126","6,254","4,704","40,304"
669,26/09/2024,Child,Coombe Women and Infants University Hospital,32,14,4,0,50
670,26/09/2024,Child,Cork University Hospital,"3,226","1,680",546,432,"5,884"
671,26/09/2024,Child,Cork University Maternity Hospital,62,0,0,0,62
672,26/09/2024,Child,Croom Orthopaedic Hospital,188,16,3,3,210
673,26/09/2024,Child,Ennis Hospital,25,16,3,0,44
674,26/09/2024,Child,Galway University Hospitals,"2,927",848,491,714,"4,980"
675,26/09/2024,Child,Letterkenny University Hospital,"1,046",386,185,86,"1,703"
676,26/09/2024,Child,Mallow General Hospital,132,167,144,83,526
677,26/09/2024,Child,Mayo University Hospital,582,85,14,49,731
678,26/09/2024,Child,Midland Regional Hospital Mullingar,814,329,99,10,"1,251"
679,26/09/2024,Child,Midland Regional Hospital Portlaoise,786,416,174,34,"1,410"
680,26/09/2024,Child,Midland Regional Hospital Tullamore,969,417,5,0,"1,391"
681,26/09/2024,Child,Naas General Hospital,8,1,0,0,9
682,26/09/2024,Child,National Maternity Hospital (Holles Street),39,6,1,0,46
683,26/09/2024,Child,National Orthopaedic Hospital Cappagh,120,42,14,15,191
684,26/09/2024,Child,Nenagh Hospital,9,3,1,0,13
685,26/09/2024,Child,Our Lady of Lourdes Hospital Drogheda,"1,945","1,237",399,4,"3,585"
686,26/09/2024,Child,Our Lady's Hospital Navan,3,0,0,0,3
687,26/09/2024,Child,Portiuncula University Hospital,410,34,9,0,452
688,26/09/2024,Child,Roscommon University Hospital,135,55,16,9,215
689,26/09/2024,Child,Rotunda Hospital,21,0,0,0,21
690,26/09/2024,Child,Royal Victoria Eye and Ear Hospital,265,143,117,61,586
691,26/09/2024,Child,Sligo University Hospital,"1,276",180,57,92,"1,605"
692,26/09/2024,Child,South Infirmary Victoria University Hospital,"1,596",723,324,308,"2,950"
693,26/09/2024,Child,St. Luke's General Hospital Kilkenny,421,13,14,12,460
694,26/09/2024,Child,Tallaght University Hospital,8,4,0,0,12
695,26/09/2024,Child,Tipperary University Hospital,276,36,11,0,323
696,26/09/2024,Child,University Hospital Kerry,709,389,75,30,"1,203"
697,26/09/2024,Child,University Hospital Limerick,"2,612","1,137",312,88,"4,149"
698,26/09/2024,Child,University Hospital Waterford,"2,038","1,062",451,345,"3,895"
699,26/09/2024,Child,Wexford General Hospital,705,245,0,0,950
700,31/10/2024,Adult,Bantry General Hospital,621,99,2,0,723
701,31/10/2024,Adult,Beaumont Hospital,"25,722","13,259","2,997",341,"42,318"
702,31/10/2024,Adult,Cavan General Hospital,"4,633","1,419",430,35,"6,517"
703,31/10/2024,Adult,Connolly Hospital Blanchardstown,"6,058",402,52,0,"6,513"
704,31/10/2024,Adult,Coombe Women and Infants University Hospital,"1,738",733,111,7,"2,588"
705,31/10/2024,Adult,Cork University Hospital,"13,281","6,342","2,595","4,660","26,878"
706,31/10/2024,Adult,Cork University Maternity Hospital,"2,302",119,4,0,"2,425"
707,31/10/2024,Adult,Croom Orthopaedic Hospital,"3,238","1,544",609,312,"5,703"
708,31/10/2024,Adult,Ennis Hospital,495,304,257,124,"1,181"
709,31/10/2024,Adult,Galway University Hospitals,"23,048","7,720","3,543","5,277","39,588"
710,31/10/2024,Adult,Letterkenny University Hospital,"9,482","2,483",782,920,"13,667"
711,31/10/2024,Adult,Louth County Hospital,"1,482",406,13,16,"1,918"
712,31/10/2024,Adult,Mallow General Hospital,"2,333","1,044",337,247,"3,961"
713,31/10/2024,Adult,Mater Misericordiae University Hospital,"23,889","6,600","2,922","4,494","37,905"
714,31/10/2024,Adult,Mayo University Hospital,"4,007",949,207,286,"5,448"
715,31/10/2024,Adult,Mercy University Hospital,"3,205","1,338",364,536,"5,444"
716,31/10/2024,Adult,Midland Regional Hospital Mullingar,"4,851","1,550",632,879,"7,911"
717,31/10/2024,Adult,Midland Regional Hospital Portlaoise,"2,778",665,327,263,"4,033"
718,31/10/2024,Adult,Midland Regional Hospital Tullamore,"9,143","1,586",95,0,"10,825"
719,31/10/2024,Adult,Naas General Hospital,"6,611","2,684",725,89,"10,110"
720,31/10/2024,Adult,National Maternity Hospital (Holles Street),"2,248",663,115,1,"3,027"
721,31/10/2024,Adult,National Orthopaedic Hospital Cappagh,"2,339","1,338",606,209,"4,492"
722,31/10/2024,Adult,Nenagh Hospital,381,253,223,117,974
723,31/10/2024,Adult,Our Lady of Lourdes Hospital Drogheda,"9,304","3,680",977,74,"14,034"
724,31/10/2024,Adult,Our Lady's Hospital Navan,"3,836","1,479",418,16,"5,749"
725,31/10/2024,Adult,Portiuncula University Hospital,"2,078",415,87,17,"2,596"
726,31/10/2024,Adult,Roscommon University Hospital,"2,384",474,111,70,"3,040"
727,31/10/2024,Adult,Rotunda Hospital,"3,884",700,3,0,"4,587"
728,31/10/2024,Adult,Royal Victoria Eye and Ear Hospital,"5,940","2,767","1,584","1,295","11,586"
729,31/10/2024,Adult,Sligo University Hospital,"6,990","2,057","1,009","1,113","11,170"
730,31/10/2024,Adult,South Infirmary Victoria University Hospital,"14,203","6,865","3,112","3,989","28,168"
731,31/10/2024,Adult,St. Columcille's Hospital,"2,427","1,440","1,154","4,476","9,497"
732,31/10/2024,Adult,St. James's Hospital,"16,972","4,624","1,266",842,"23,704"
733,31/10/2024,Adult,St. John's Hospital Limerick,343,161,53,12,568
734,31/10/2024,Adult,St. Luke's General Hospital Kilkenny,"3,590","1,291",918,578,"6,378"
735,31/10/2024,Adult,St. Michael's Hospital,"2,682","1,028",560,342,"4,612"
736,31/10/2024,Adult,St. Vincent's University Hospital,"18,739","7,747","3,488","1,496","31,469"
737,31/10/2024,Adult,Tallaght University Hospital,"15,657","7,723","4,084","2,335","29,799"
738,31/10/2024,Adult,Tipperary University Hospital,"2,462",657,292,39,"3,450"
739,31/10/2024,Adult,University Hospital Kerry,"6,195","2,622",746,369,"9,933"
740,31/10/2024,Adult,University Hospital Limerick,"15,115","4,266","1,741",783,"21,906"
741,31/10/2024,Adult,University Hospital Waterford,"20,433","9,659","5,236","4,768","40,097"
742,31/10/2024,Adult,Wexford General Hospital,"2,994",546,87,49,"3,677"
743,31/10/2024,Child,Beaumont Hospital,40,13,0,0,53
744,31/10/2024,Child,Cavan General Hospital,573,147,33,2,756
745,31/10/2024,Child,Children's Health Ireland,"18,802","10,130","5,642","4,535","39,109"
746,31/10/2024,Child,Coombe Women and Infants University Hospital,26,13,7,0,46
747,31/10/2024,Child,Cork University Hospital,"3,250","1,584",492,440,"5,766"
748,31/10/2024,Child,Cork University Maternity Hospital,70,0,0,0,70
749,31/10/2024,Child,Croom Orthopaedic Hospital,195,22,3,2,222
750,31/10/2024,Child,Ennis Hospital,21,19,4,2,45
751,31/10/2024,Child,Galway University Hospitals,"2,851",788,468,709,"4,817"
752,31/10/2024,Child,Letterkenny University Hospital,"1,019",357,184,88,"1,648"
753,31/10/2024,Child,Mallow General Hospital,131,165,127,120,542
754,31/10/2024,Child,Mayo University Hospital,619,86,23,47,776
755,31/10/2024,Child,Midland Regional Hospital Mullingar,766,306,79,12,"1,163"
756,31/10/2024,Child,Midland Regional Hospital Portlaoise,813,464,175,39,"1,491"
757,31/10/2024,Child,Midland Regional Hospital Tullamore,929,436,3,0,"1,368"
758,31/10/2024,Child,Naas General Hospital,3,0,0,0,3
759,31/10/2024,Child,National Maternity Hospital (Holles Street),37,6,1,0,44
760,31/10/2024,Child,National Orthopaedic Hospital Cappagh,136,43,13,15,207
761,31/10/2024,Child,Nenagh Hospital,7,4,2,0,13
762,31/10/2024,Child,Our Lady of Lourdes Hospital Drogheda,"1,885","1,194",393,4,"3,475"
763,31/10/2024,Child,Our Lady's Hospital Navan,3,1,0,0,4
764,31/10/2024,Child,Portiuncula University Hospital,426,16,3,1,446
765,31/10/2024,Child,Roscommon University Hospital,121,72,18,13,224
766,31/10/2024,Child,Rotunda Hospital,21,0,0,0,21
767,31/10/2024,Child,Royal Victoria Eye and Ear Hospital,251,166,120,64,601
768,31/10/2024,Child,Sligo University Hospital,"1,181",199,68,90,"1,537"
769,31/10/2024,Child,South Infirmary Victoria University Hospital,"1,665",711,287,331,"2,994"
770,31/10/2024,Child,St. Luke's General Hospital Kilkenny,353,22,11,11,397
771,31/10/2024,Child,Tallaght University Hospital,8,5,0,0,13
772,31/10/2024,Child,Tipperary University Hospital,285,42,9,0,336
773,31/10/2024,Child,University Hospital Kerry,690,427,77,38,"1,232"
774,31/10/2024,Child,University Hospital Limerick,"2,533","1,213",293,129,"4,168"
775,31/10/2024,Child,University Hospital Waterford,"1,992","1,096",439,348,"3,875"
776,31/10/2024,Child,Wexford General Hospital,679,234,0,0,913
777,28/11/2024,Adult,Bantry General Hospital,535,105,0,0,640
778,28/11/2024,Adult,Beaumont Hospital,"26,009","10,611","2,329",288,"39,236"
779,28/11/2024,Adult,Cavan General Hospital,"4,550","1,148",317,30,"6,045"
780,28/11/2024,Adult,Connolly Hospital Blanchardstown,"5,943",368,5,0,"6,316"
781,28/11/2024,Adult,Coombe Women and Infants University Hospital,"1,698",564,87,10,"2,358"
782,28/11/2024,Adult,Cork University Hospital,"12,385","4,259","1,262","2,615","20,521"
783,28/11/2024,Adult,Cork University Maternity Hospital,"2,031",108,0,0,"2,139"
784,28/11/2024,Adult,Croom Orthopaedic Hospital,"3,194","1,538",510,312,"5,554"
785,28/11/2024,Adult,Ennis Hospital,473,305,197,6,980
786,28/11/2024,Adult,Galway University Hospitals,"22,668","7,768","3,435","4,732","38,602"
787,28/11/2024,Adult,Letterkenny University Hospital,"9,163","2,246",746,662,"12,817"
788,28/11/2024,Adult,Louth County Hospital,"1,445",451,11,0,"1,906"
789,28/11/2024,Adult,Mallow General Hospital,"2,376","1,026",357,286,"4,044"
790,28/11/2024,Adult,Mater Misericordiae University Hospital,"23,980","6,533","2,773","4,439","37,725"
791,28/11/2024,Adult,Mayo University Hospital,"3,914",896,204,258,"5,271"
792,28/11/2024,Adult,Mercy University Hospital,"3,181","1,301",318,426,"5,226"
793,28/11/2024,Adult,Midland Regional Hospital Mullingar,"4,616","1,539",592,762,"7,509"
794,28/11/2024,Adult,Midland Regional Hospital Portlaoise,"2,662",581,288,165,"3,697"
795,28/11/2024,Adult,Midland Regional Hospital Tullamore,"8,997","1,512",54,0,"10,563"
796,28/11/2024,Adult,Naas General Hospital,"6,260","2,246",573,103,"9,183"
797,28/11/2024,Adult,National Maternity Hospital (Holles Street),"2,127",676,107,0,"2,910"
798,28/11/2024,Adult,National Orthopaedic Hospital Cappagh,"2,292","1,074",499,215,"4,079"
799,28/11/2024,Adult,Nenagh Hospital,338,257,175,11,781
800,28/11/2024,Adult,Our Lady of Lourdes Hospital Drogheda,"9,474","3,648","1,041",86,"14,250"
801,28/11/2024,Adult,Our Lady's Hospital Navan,"3,782","1,282",213,8,"5,286"
802,28/11/2024,Adult,Portiuncula University Hospital,"2,129",434,85,7,"2,654"
803,28/11/2024,Adult,Roscommon University Hospital,"2,426",487,140,58,"3,110"
804,28/11/2024,Adult,Rotunda Hospital,"3,878",656,4,0,"4,538"
805,28/11/2024,Adult,Royal Victoria Eye and Ear Hospital,"5,778","2,752","1,520","1,247","11,297"
806,28/11/2024,Adult,Sligo University Hospital,"6,661","2,006",948,"1,027","10,642"
807,28/11/2024,Adult,South Infirmary Victoria University Hospital,"14,753","8,456","4,280","5,639","33,128"
808,28/11/2024,Adult,St. Columcille's Hospital,"2,207","1,440","1,100","4,588","9,334"
809,28/11/2024,Adult,St. James's Hospital,"16,785","4,557","1,212",886,"23,440"
810,28/11/2024,Adult,St. John's Hospital Limerick,324,136,41,5,506
811,28/11/2024,Adult,St. Luke's General Hospital Kilkenny,"3,607","1,233",817,616,"6,274"
812,28/11/2024,Adult,St. Michael's Hospital,"2,680","1,017",591,333,"4,622"
813,28/11/2024,Adult,St. Vincent's University Hospital,"19,009","7,656","3,202","1,525","31,391"
814,28/11/2024,Adult,Tallaght University Hospital,"15,966","7,635","3,893","1,895","29,389"
815,28/11/2024,Adult,Tipperary University Hospital,"2,417",682,323,32,"3,454"
816,28/11/2024,Adult,University Hospital Kerry,"6,142","2,652",631,377,"9,802"
817,28/11/2024,Adult,University Hospital Limerick,"14,747","4,371","1,635",897,"21,650"
818,28/11/2024,Adult,University Hospital Waterford,"20,578","9,652","4,900","4,790","39,919"
819,28/11/2024,Adult,Wexford General Hospital,"3,123",535,60,5,"3,724"
820,28/11/2024,Child,Beaumont Hospital,42,8,0,0,50
821,28/11/2024,Child,Cavan General Hospital,595,151,15,0,762
822,28/11/2024,Child,Children's Health Ireland,"18,332","9,895","5,092","4,006","37,325"
823,28/11/2024,Child,Coombe Women and Infants University Hospital,28,8,4,0,39
824,28/11/2024,Child,Cork University Hospital,"3,008","1,314",254,131,"4,707"
825,28/11/2024,Child,Cork University Maternity Hospital,69,0,0,0,69
826,28/11/2024,Child,Croom Orthopaedic Hospital,192,23,3,2,220
827,28/11/2024,Child,Ennis Hospital,29,18,8,0,55
828,28/11/2024,Child,Galway University Hospitals,"2,753",804,477,708,"4,742"
829,28/11/2024,Child,Letterkenny University Hospital,"1,001",353,171,85,"1,610"
830,28/11/2024,Child,Mallow General Hospital,137,167,110,143,556
831,28/11/2024,Child,Mayo University Hospital,635,102,19,50,806
832,28/11/2024,Child,Mercy University Hospital,1,0,0,0,1
833,28/11/2024,Child,Midland Regional Hospital Mullingar,725,279,88,7,"1,098"
834,28/11/2024,Child,Midland Regional Hospital Portlaoise,794,479,182,36,"1,490"
835,28/11/2024,Child,Midland Regional Hospital Tullamore,824,481,0,0,"1,305"
836,28/11/2024,Child,Naas General Hospital,3,0,0,0,3
837,28/11/2024,Child,National Maternity Hospital (Holles Street),31,5,3,0,38
838,28/11/2024,Child,National Orthopaedic Hospital Cappagh,101,46,16,17,180
839,28/11/2024,Child,Nenagh Hospital,12,3,2,0,17
840,28/11/2024,Child,Our Lady of Lourdes Hospital Drogheda,"1,955","1,205",412,7,"3,579"
841,28/11/2024,Child,Our Lady's Hospital Navan,4,0,0,0,4
842,28/11/2024,Child,Portiuncula University Hospital,405,19,3,0,427
843,28/11/2024,Child,Roscommon University Hospital,120,89,15,12,235
844,28/11/2024,Child,Rotunda Hospital,15,0,0,0,15
845,28/11/2024,Child,Royal Victoria Eye and Ear Hospital,211,173,111,73,568
846,28/11/2024,Child,Sligo University Hospital,"1,094",201,70,96,"1,462"
847,28/11/2024,Child,South Infirmary Victoria University Hospital,"1,609","1,001",442,617,"3,669"
848,28/11/2024,Child,St. Luke's General Hospital Kilkenny,358,19,10,5,392
849,28/11/2024,Child,Tallaght University Hospital,6,3,1,0,10
850,28/11/2024,Child,Tipperary University Hospital,292,40,10,0,342
851,28/11/2024,Child,University Hospital Kerry,682,453,79,44,"1,258"
852,28/11/2024,Child,University Hospital Limerick,"2,610","1,170",304,149,"4,232"
853,28/11/2024,Child,University Hospital Waterford,"1,863","1,079",403,354,"3,698"
854,28/11/2024,Child,Wexford General Hospital,688,239,0,0,927
855,19/12/2024,Adult,Bantry General Hospital,569,101,0,0,670
856,19/12/2024,Adult,Beaumont Hospital,"26,097","10,799","1,422",272,"38,590"
857,19/12/2024,Adult,Cavan General Hospital,"4,355","1,082",274,18,"5,729"
858,19/12/2024,Adult,Connolly Hospital Blanchardstown,"5,822",372,0,0,"6,194"
859,19/12/2024,Adult,Coombe Women and Infants University Hospital,"1,952",560,74,9,"2,595"
860,19/12/2024,Adult,Cork University Hospital,"11,922","4,066","1,129","2,392","19,508"
861,19/12/2024,Adult,Cork University Maternity Hospital,"1,667",115,1,0,"1,783"
862,19/12/2024,Adult,Croom Orthopaedic Hospital,"3,186","1,603",518,300,"5,607"
863,19/12/2024,Adult,Ennis Hospital,478,308,215,16,"1,017"
864,19/12/2024,Adult,Galway University Hospitals,"20,847","7,354","3,196","4,161","35,557"
865,19/12/2024,Adult,Letterkenny University Hospital,"8,896","2,128",704,467,"12,195"
866,19/12/2024,Adult,Louth County Hospital,"1,420",472,6,0,"1,898"
867,19/12/2024,Adult,Mallow General Hospital,"2,349",987,351,291,"3,978"
868,19/12/2024,Adult,Mater Misericordiae University Hospital,"23,536","6,497","2,732","4,303","37,067"
869,19/12/2024,Adult,Mayo University Hospital,"3,987",901,185,239,"5,312"
870,19/12/2024,Adult,Mercy University Hospital,"3,071","1,253",333,362,"5,019"
871,19/12/2024,Adult,Midland Regional Hospital Mullingar,"4,337","1,518",573,811,"7,239"
872,19/12/2024,Adult,Midland Regional Hospital Portlaoise,"2,828",617,268,174,"3,887"
873,19/12/2024,Adult,Midland Regional Hospital Tullamore,"8,385","1,377",24,0,"9,786"
874,19/12/2024,Adult,Naas General Hospital,"6,207","1,989",515,79,"8,789"
875,19/12/2024,Adult,National Maternity Hospital (Holles Street),"2,122",585,81,0,"2,788"
876,19/12/2024,Adult,National Orthopaedic Hospital Cappagh,"2,265",994,466,213,"3,938"
877,19/12/2024,Adult,Nenagh Hospital,351,254,190,28,822
878,19/12/2024,Adult,Our Lady of Lourdes Hospital Drogheda,"9,149","3,844","1,059",118,"14,170"
879,19/12/2024,Adult,Our Lady's Hospital Navan,"3,811","1,301",185,1,"5,298"
880,19/12/2024,Adult,Portiuncula University Hospital,"2,116",436,59,0,"2,611"
881,19/12/2024,Adult,Roscommon University Hospital,"2,365",489,141,70,"3,065"
882,19/12/2024,Adult,Rotunda Hospital,"3,862",649,3,0,"4,514"
883,19/12/2024,Adult,Royal Victoria Eye and Ear Hospital,"5,875","2,784","1,475","1,230","11,364"
884,19/12/2024,Adult,Sligo University Hospital,"6,463","1,859",917,"1,005","10,244"
885,19/12/2024,Adult,South Infirmary Victoria University Hospital,"14,363","8,148","3,966","5,166","31,642"
886,19/12/2024,Adult,St. Columcille's Hospital,"2,134","1,436","1,063","4,591","9,223"
887,19/12/2024,Adult,St. James's Hospital,"16,143","4,384","1,125",870,"22,521"
888,19/12/2024,Adult,St. John's Hospital Limerick,327,134,16,5,482
889,19/12/2024,Adult,St. Luke's General Hospital Kilkenny,"3,574","1,228",757,573,"6,131"
890,19/12/2024,Adult,St. Michael's Hospital,"2,629","1,057",607,340,"4,634"
891,19/12/2024,Adult,St. Vincent's University Hospital,"18,678","7,677","3,224","1,640","31,219"
892,19/12/2024,Adult,Tallaght University Hospital,"15,809","7,797","3,586","1,496","28,688"
893,19/12/2024,Adult,Tipperary University Hospital,"2,400",707,328,34,"3,469"
894,19/12/2024,Adult,University Hospital Kerry,"5,984","2,584",474,386,"9,429"
895,19/12/2024,Adult,University Hospital Limerick,"14,674","4,359","1,624",741,"21,397"
896,19/12/2024,Adult,University Hospital Waterford,"20,691","9,441","4,790","4,713","39,635"
897,19/12/2024,Adult,Wexford General Hospital,"3,139",553,28,0,"3,719"
898,19/12/2024,Child,Beaumont Hospital,45,6,2,0,53
899,19/12/2024,Child,Cavan General Hospital,488,172,3,3,665
900,19/12/2024,Child,Children's Health Ireland,"18,313","9,612","4,647","3,449","36,021"
901,19/12/2024,Child,Coombe Women and Infants University Hospital,26,8,0,0,34
902,19/12/2024,Child,Cork University Hospital,"2,921","1,187",169,121,"4,398"
903,19/12/2024,Child,Cork University Maternity Hospital,56,0,0,0,56
904,19/12/2024,Child,Croom Orthopaedic Hospital,196,24,3,3,225
905,19/12/2024,Child,Ennis Hospital,33,18,8,0,58
906,19/12/2024,Child,Galway University Hospitals,"2,683",696,453,678,"4,510"
907,19/12/2024,Child,Letterkenny University Hospital,991,333,165,71,"1,560"
908,19/12/2024,Child,Mallow General Hospital,116,150,124,154,545
909,19/12/2024,Child,Mayo University Hospital,664,109,19,31,824
910,19/12/2024,Child,Mercy University Hospital,1,0,0,0,1
911,19/12/2024,Child,Midland Regional Hospital Mullingar,693,289,73,2,"1,057"
912,19/12/2024,Child,Midland Regional Hospital Portlaoise,896,488,190,38,"1,612"
913,19/12/2024,Child,Midland Regional Hospital Tullamore,685,510,0,0,"1,195"
914,19/12/2024,Child,Naas General Hospital,3,0,0,0,3
915,19/12/2024,Child,National Maternity Hospital (Holles Street),33,2,2,0,37
916,19/12/2024,Child,National Orthopaedic Hospital Cappagh,119,44,18,12,193
917,19/12/2024,Child,Nenagh Hospital,17,2,1,0,20
918,19/12/2024,Child,Our Lady of Lourdes Hospital Drogheda,"1,879","1,241",447,2,"3,569"
919,19/12/2024,Child,Our Lady's Hospital Navan,4,0,0,0,4
920,19/12/2024,Child,Portiuncula University Hospital,434,18,3,0,455
921,19/12/2024,Child,Roscommon University Hospital,154,77,25,11,267
922,19/12/2024,Child,Rotunda Hospital,16,0,0,0,16
923,19/12/2024,Child,Royal Victoria Eye and Ear Hospital,207,174,112,75,568
924,19/12/2024,Child,Sligo University Hospital,"1,012",217,73,102,"1,404"
925,19/12/2024,Child,South Infirmary Victoria University Hospital,"1,597",947,449,563,"3,556"
926,19/12/2024,Child,St. Luke's General Hospital Kilkenny,358,21,4,6,389
927,19/12/2024,Child,Tallaght University Hospital,12,2,1,0,15
928,19/12/2024,Child,Tipperary University Hospital,308,42,13,0,363
929,19/12/2024,Child,University Hospital Kerry,666,455,84,52,"1,257"
930,19/12/2024,Child,University Hospital Limerick,"2,610","1,183",308,169,"4,270"
931,19/12/2024,Child,University Hospital Waterford,"1,859","1,028",398,340,"3,625"
932,19/12/2024,Child,Wexford General Hospital,656,283,0,0,939
0,30/01/2025,Adult,Bantry General Hospital,593,116,0,0,709
1,30/01/2025,Adult,Beaumont Hospital,"25,335","12,493","2,601",379,"40,807"
2,30/01/2025,Adult,Cavan General Hospital,"3,976","1,305",300,11,"5,592"
3,30/01/2025,Adult,Connolly Hospital Blanchardstown,"5,543",609,1,0,"6,153"
4,30/01/2025,Adult,Coombe Women and Infants University Hospital,"1,821",617,103,8,"2,549"
5,30/01/2025,Adult,Cork University Hospital,"11,903","4,423","1,136","2,397","19,859"
6,30/01/2025,Adult,Cork University Maternity Hospital,"1,697",161,2,0,"1,860"
7,30/01/2025,Adult,Croom Orthopaedic Hospital,"3,103","1,482",454,329,"5,368"
8,30/01/2025,Adult,Ennis Hospital,439,295,183,38,955
9,30/01/2025,Adult,Galway University Hospitals,"22,092","8,166","3,338","4,534","38,130"
10,30/01/2025,Adult,Letterkenny University Hospital,"9,277","2,659",772,588,"13,295"
11,30/01/2025,Adult,Louth County Hospital,"1,498",570,2,0,"2,069"
12,30/01/2025,Adult,Mallow General Hospital,"2,327","1,165",359,339,"4,190"
13,30/01/2025,Adult,Mater Misericordiae University Hospital,"23,367","7,372","2,817","4,350","37,905"
14,30/01/2025,Adult,Mayo University Hospital,"3,945","1,192",211,244,"5,592"
15,30/01/2025,Adult,Mercy University Hospital,"3,066","1,340",392,358,"5,157"
16,30/01/2025,Adult,Midland Regional Hospital Mullingar,"4,429","1,704",626,800,"7,559"
17,30/01/2025,Adult,Midland Regional Hospital Portlaoise,"2,754",811,290,192,"4,046"
18,30/01/2025,Adult,Midland Regional Hospital Tullamore,"9,172","1,853",32,0,"11,056"
19,30/01/2025,Adult,Naas General Hospital,"6,450","2,136",576,95,"9,258"
20,30/01/2025,Adult,National Maternity Hospital (Holles Street),"2,103",694,69,4,"2,870"
21,30/01/2025,Adult,National Orthopaedic Hospital Cappagh,"2,047","1,129",436,230,"3,841"
22,30/01/2025,Adult,Nenagh Hospital,339,231,180,62,811
23,30/01/2025,Adult,Our Lady of Lourdes Hospital Drogheda,"8,670","4,286","1,162",243,"14,361"
24,30/01/2025,Adult,Our Lady's Hospital Navan,"3,822","1,471",163,15,"5,470"
25,30/01/2025,Adult,Portiuncula University Hospital,"2,100",496,47,2,"2,645"
26,30/01/2025,Adult,Roscommon University Hospital,"2,379",548,138,77,"3,143"
27,30/01/2025,Adult,Rotunda Hospital,"3,700",886,2,0,"4,588"
28,30/01/2025,Adult,Royal Victoria Eye and Ear Hospital,"5,753","2,957","1,426","1,270","11,406"
29,30/01/2025,Adult,Sligo University Hospital,"6,687","2,179",958,"1,040","10,863"
30,30/01/2025,Adult,South Infirmary Victoria University Hospital,"13,864","8,386","3,657","4,545","30,452"
31,30/01/2025,Adult,St. Columcille's Hospital,"1,945","1,551",990,"4,727","9,213"
32,30/01/2025,Adult,St. James's Hospital,"16,451","4,806","1,211",925,"23,393"
33,30/01/2025,Adult,St. John's Hospital Limerick,312,158,9,1,481
34,30/01/2025,Adult,St. Luke's General Hospital Kilkenny,"3,446","1,241",628,609,"5,925"
35,30/01/2025,Adult,St. Michael's Hospital,"2,634","1,221",580,442,"4,877"
36,30/01/2025,Adult,St. Vincent's University Hospital,"17,778","8,303","3,442","2,003","31,525"
37,30/01/2025,Adult,Tallaght University Hospital,"15,551","8,485","3,275","1,361","28,673"
38,30/01/2025,Adult,Tipperary University Hospital,"2,352",813,323,43,"3,530"
39,30/01/2025,Adult,University Hospital Kerry,"6,129","2,926",546,132,"9,732"
40,30/01/2025,Adult,University Hospital Limerick,"14,216","4,273","1,509",782,"20,780"
41,30/01/2025,Adult,University Hospital Waterford,"20,444","10,524","4,634","4,751","40,353"
42,30/01/2025,Adult,Wexford General Hospital,"2,981",564,25,6,"3,576"
43,30/01/2025,Child,Beaumont Hospital,48,12,0,0,60
44,30/01/2025,Child,Cavan General Hospital,501,180,5,0,686
